id,study_id,sex,race,x1,x2,x3,x4,x5,x6,x7,x8,x9,learn
46,0,0,0,0,0,1,0,0,0,0,0,,4
47,0,0,0,1,1,1,1,0,0,1,1,,3
48,0,0,0,0,1,1,0,0,1,1,1,,5
49,0,0,0,1,1,1,1,1,1,1,1,,3
50,0,0,0,0,0,0,0,0,0,0,0,,5
51,0,0,0,0,1,1,1,1,1,1,1,,5
52,0,0,0,1,1,1,1,1,1,1,1,,2
53,0,0,0,0,0,0,0,0,1,0,0,,4
54,0,0,0,1,1,1,1,1,1,1,1,,4
55,0,0,0,1,1,1,0,1,1,1,0,,3
56,0,0,0,0,0,0,0,0,0,0,0,,3
57,0,0,0,1,1,1,1,1,1,1,1,,1
58,0,0,0,1,1,1,1,1,1,1,1,,0
59,0,0,0,0,0,0,0,0,1,0,0,,4
60,0,0,0,1,1,1,0,1,1,1,1,,2
61,0,0,0,0,1,0,0,0,1,0,0,,5
62,0,0,0,1,1,0,0,0,1,0,1,,4
63,0,0,0,1,1,1,0,1,1,1,1,,5
64,0,0,0,1,1,1,1,1,1,1,1,,3
65,0,0,0,1,1,1,1,1,1,1,1,,2
66,0,0,0,0,0,1,0,0,0,0,0,,4
67,0,0,0,1,1,1,0,1,1,1,1,,4
68,0,0,0,1,1,1,0,1,1,1,1,,4
69,0,0,0,1,1,1,1,1,1,1,1,,3
70,0,0,0,1,1,1,1,1,1,1,1,,1
71,0,0,0,1,1,1,0,1,1,1,1,,4
72,0,0,0,0,0,0,0,0,0,1,0,,4
73,0,0,0,1,1,1,1,1,1,1,1,,2
74,0,0,0,0,0,0,0,0,0,0,0,,3
75,0,0,0,0,1,0,0,0,0,0,0,,5
76,0,0,0,1,1,1,1,1,1,1,1,,3
77,0,0,0,1,0,1,1,1,1,1,1,,1
78,0,0,0,1,1,1,1,1,1,1,1,,2
79,0,0,0,1,1,1,1,1,1,1,1,,5
80,0,0,0,0,1,1,0,0,1,1,1,,3
81,0,0,0,1,1,1,1,1,1,1,1,,2
82,0,0,0,1,1,1,1,1,1,1,1,,2
83,0,0,0,0,0,1,0,0,1,1,0,,2
84,0,0,0,1,1,1,1,0,1,1,1,,1
85,0,0,0,1,1,0,1,1,1,1,1,,4
86,0,0,0,0,1,0,0,0,0,1,0,,2
87,0,0,0,1,1,1,0,0,1,1,0,,3
88,0,0,0,1,1,1,1,1,1,1,1,,3
89,0,0,0,0,0,0,0,0,1,0,0,,2
90,0,0,0,0,1,0,0,0,0,0,0,,4
91,0,0,0,0,0,0,0,0,0,1,0,,4
92,0,0,0,1,1,1,1,1,1,1,1,,4
93,0,0,0,1,1,1,1,1,1,1,1,,3
94,0,0,0,0,0,0,0,0,0,0,0,,4
95,0,0,0,1,1,1,1,1,1,1,1,,2
96,0,0,0,1,1,1,0,0,1,1,0,,3
97,0,0,0,0,0,0,0,1,0,1,0,,4
98,0,0,0,1,1,1,0,0,1,1,0,,3
99,0,0,0,0,0,1,0,0,0,1,1,,2
100,0,0,0,0,0,0,0,0,0,1,0,,1
101,0,0,0,0,0,1,1,1,1,1,1,,3
102,0,0,0,1,1,1,0,0,1,0,0,,4
103,0,0,0,1,1,1,0,1,1,1,1,,3
104,0,0,0,1,1,1,0,1,1,1,0,,3
105,0,0,0,1,1,1,0,0,1,0,0,,4
106,0,0,0,1,1,1,0,1,1,1,1,,2
107,0,0,0,0,1,1,0,1,0,0,0,,5
108,0,0,0,1,1,1,1,1,1,1,1,,3
109,0,0,0,0,0,0,0,1,0,1,1,,3
110,0,0,0,0,0,0,0,1,1,0,0,,1
111,0,0,0,1,1,1,1,1,1,1,1,,3
112,0,0,0,1,1,1,0,1,1,1,0,,1
113,0,0,0,1,1,1,0,1,1,1,1,,1
114,0,0,0,0,0,0,0,0,1,1,0,,2
115,0,0,0,1,1,1,0,1,1,1,1,,5
116,0,0,0,1,1,1,1,1,1,1,1,,3
117,0,0,0,1,1,0,0,0,1,1,1,,3
118,0,0,0,1,1,1,1,1,1,1,1,,2
119,0,0,0,1,1,1,1,1,1,1,1,,4
120,0,0,0,0,0,0,0,0,1,0,0,,2
121,0,0,0,1,1,1,0,1,1,1,1,,3
122,0,0,0,0,0,0,0,0,0,0,0,,4
123,0,0,0,0,0,0,0,0,0,0,0,,4
124,0,0,0,1,1,1,1,1,1,1,1,,3
125,0,0,0,0,1,0,0,1,1,1,1,,3
126,0,0,0,1,1,1,0,1,1,1,1,,5
127,0,0,0,1,1,1,0,1,1,1,0,,3
128,0,0,0,0,0,1,1,1,1,1,0,,2
129,0,0,0,1,1,1,1,1,1,1,1,,3
130,0,0,0,1,1,1,0,0,1,1,1,,4
131,0,0,0,1,1,0,0,0,1,1,0,,3
132,0,0,0,0,1,1,0,1,1,1,1,,1
133,0,0,0,1,1,1,1,0,1,0,0,,5
134,0,0,0,1,1,1,0,0,1,1,1,,2
135,0,0,0,0,0,1,0,0,0,0,0,,4
136,0,0,0,0,1,1,1,1,1,1,1,,1
137,0,0,0,0,1,0,0,0,0,0,0,,3
138,0,0,0,1,1,0,0,0,1,0,0,,4
139,0,0,0,1,0,1,0,1,1,1,1,,2
140,0,0,1,1,1,1,1,1,1,1,1,,2
141,0,0,1,1,1,1,1,1,1,1,1,,1
142,0,0,1,1,1,1,1,1,1,1,1,,0
143,0,0,1,1,1,1,0,1,1,1,1,,1
144,0,0,1,1,1,1,1,1,0,1,1,,3
145,0,0,1,0,0,1,0,0,1,1,0,,3
146,0,0,1,1,1,1,1,1,1,1,1,,2
147,0,0,1,1,1,1,0,1,1,1,0,,2
148,0,0,1,1,1,1,1,0,1,1,0,,3
149,0,0,1,0,1,1,1,1,1,1,0,,2
150,0,0,1,1,1,1,0,1,1,1,1,,2
151,0,0,1,1,1,1,0,1,1,1,0,,1
152,0,0,1,1,1,1,0,1,1,1,1,,1
153,0,0,1,1,1,0,0,1,1,1,0,,4
154,0,0,1,1,1,1,1,1,1,1,1,,4
155,0,0,1,0,1,1,0,1,1,1,1,,2
156,0,0,1,1,1,1,1,1,1,1,1,,2
157,0,0,1,1,1,1,0,1,1,1,0,,3
158,0,0,1,1,1,0,0,0,1,1,0,,2
159,0,0,1,1,1,1,0,1,1,0,1,,3
160,0,0,1,0,0,0,0,1,1,0,1,,4
161,0,0,1,1,1,0,1,1,1,1,1,,2
162,0,0,1,0,0,0,0,0,0,1,0,,3
163,0,0,1,0,1,1,1,1,1,1,0,,1
164,0,0,1,1,1,1,0,1,1,1,0,,1
165,0,0,1,1,1,1,1,1,1,1,1,,1
166,0,0,1,1,1,1,0,1,1,1,1,,0
167,0,0,1,0,1,1,1,1,1,1,0,,4
168,0,0,1,1,1,1,1,1,1,1,1,,2
169,0,0,1,1,1,1,1,1,1,1,1,,2
170,0,0,1,1,1,1,0,1,1,1,1,,0
171,0,0,1,0,0,0,0,0,0,0,1,,3
172,0,0,1,0,0,0,0,0,1,0,0,,2
173,0,0,1,0,0,0,0,0,1,0,0,,3
174,0,0,1,1,1,1,0,0,1,1,1,,2
175,0,0,1,1,1,1,0,1,1,1,0,,2
176,0,0,1,1,1,1,0,0,1,1,1,,3
177,0,0,1,1,1,1,1,1,1,1,0,,1
178,0,0,1,0,1,1,0,0,1,1,0,,2
179,0,0,1,1,1,1,1,1,1,1,1,,3
180,0,0,1,1,1,1,1,1,1,1,1,,3
181,0,0,1,1,1,1,0,0,1,1,1,,1
182,0,0,1,0,1,1,0,1,1,1,1,,2
183,0,0,1,1,1,1,1,1,1,1,1,,3
184,0,0,1,0,0,0,0,0,0,0,0,,4
185,0,0,1,1,1,1,0,0,1,1,0,,5
186,0,0,1,1,1,1,1,1,1,1,1,,0
187,0,0,1,1,1,1,0,1,1,1,1,,4
188,0,0,1,1,1,1,1,1,1,1,1,,0
189,0,0,1,0,0,0,0,0,1,0,0,,4
190,0,0,1,0,1,1,0,0,0,1,0,,3
191,0,0,1,1,1,0,1,1,1,1,1,,2
192,0,0,1,0,0,0,0,0,0,0,0,,5
193,0,0,1,0,0,0,0,0,0,1,0,,2
194,0,0,1,1,1,1,1,1,1,1,1,,3
195,0,0,1,1,1,1,0,1,1,1,0,,0
196,0,0,1,0,1,1,0,1,1,1,1,,0
197,0,0,1,1,1,1,1,0,1,1,0,,3
198,0,0,1,1,1,1,1,1,1,1,1,,3
199,0,0,1,1,1,1,0,1,1,1,0,,3
200,0,0,1,1,1,1,0,1,1,1,1,,0
201,0,0,1,1,1,1,0,1,1,1,1,,2
202,0,0,1,1,0,1,1,1,1,1,1,,2
203,0,0,1,1,1,1,0,1,0,1,0,,2
204,0,0,1,1,1,1,1,1,1,1,1,,3
205,0,0,1,1,1,1,1,1,1,1,1,,3
206,0,0,1,1,1,1,1,1,1,1,1,,3
207,0,0,1,0,0,0,0,0,0,0,0,,4
208,0,0,1,1,0,1,0,0,1,1,0,,5
209,0,0,1,1,1,1,1,1,1,1,1,,4
210,0,0,1,0,0,0,0,0,0,0,0,,2
211,0,0,1,0,0,1,1,1,1,1,1,,2
212,0,0,1,1,1,1,0,1,1,1,1,,4
213,0,0,1,1,1,1,1,1,1,1,1,,2
214,0,0,1,1,1,1,0,0,1,1,0,,2
215,0,0,1,0,0,0,0,0,0,0,0,,2
216,0,0,1,1,1,1,1,1,1,1,1,,4
217,0,0,1,0,0,1,0,1,1,1,0,,3
218,0,0,1,1,1,1,1,1,1,1,1,,2
219,0,0,1,1,1,1,1,1,1,1,1,,2
220,0,0,1,1,0,0,0,1,1,1,0,,3
221,0,0,1,1,1,1,0,1,1,1,1,,2
222,0,0,1,1,1,1,0,0,1,1,1,,5
223,0,0,1,0,0,0,0,1,0,1,0,,4
224,0,0,1,,,,,,,,,,
225,0,0,1,0,1,1,0,0,1,1,0,,1
226,0,0,1,,,,,,,,,,
227,0,0,1,1,1,1,1,1,1,1,1,,1
228,0,0,1,1,1,1,0,1,1,1,1,,3
229,0,0,1,0,0,1,0,1,1,1,0,,5
230,0,0,1,0,0,0,0,0,0,0,0,,5
231,0,0,1,0,1,1,0,0,1,1,1,,5
232,0,0,1,1,1,1,1,1,1,1,1,,0
233,0,0,1,1,1,1,0,1,1,1,1,,5
234,0,0,1,0,1,1,0,0,1,1,0,,3
235,0,0,1,0,1,1,0,0,1,1,0,,4
236,0,0,1,1,1,1,0,1,1,1,0,,1
237,0,0,1,1,1,1,1,1,1,1,1,,2
238,0,0,1,1,1,1,1,1,1,1,1,,2
239,0,0,1,1,1,1,1,1,1,1,1,,1
240,0,0,1,1,1,1,0,1,1,1,1,,1
241,0,0,1,0,1,0,0,0,0,1,0,,0
242,0,0,1,1,1,0,0,1,1,1,1,,1
243,0,0,1,0,0,1,0,0,1,1,0,,2
244,0,0,1,1,1,0,0,0,1,0,0,,4
245,0,0,1,0,1,1,0,0,1,0,1,,5
246,0,0,1,1,1,1,1,1,1,1,1,,2
247,0,0,1,1,1,1,1,1,1,1,1,,2
248,0,0,1,0,0,0,0,0,1,0,0,,4
249,0,0,1,0,0,0,0,0,0,0,0,,5
250,0,0,1,1,1,1,0,1,1,1,1,,4
251,0,0,1,1,1,1,0,0,1,1,0,,3
252,0,0,1,1,1,1,1,1,1,1,1,,3
253,0,0,1,0,1,0,0,1,1,1,1,,3
254,0,0,1,1,1,1,0,1,1,1,0,,2
255,0,0,1,1,1,1,0,1,1,1,1,,4
256,0,0,1,1,1,1,1,1,1,1,1,,1
257,0,0,1,1,1,1,0,1,1,1,1,,4
258,0,0,1,0,1,1,0,1,0,0,0,,2
259,0,0,1,1,1,1,0,1,1,1,0,,1
260,0,0,1,1,1,1,0,1,1,1,1,,3
261,0,0,1,0,0,1,1,1,1,1,0,,2
262,0,0,1,1,1,1,0,1,1,1,1,,2
263,0,0,1,1,1,1,0,1,1,1,1,,5
264,0,0,1,1,1,1,1,1,1,1,1,,3
265,0,0,1,1,1,1,0,1,1,1,1,,3
266,0,0,1,1,1,1,1,1,1,1,1,,2
267,0,0,1,1,1,1,0,1,1,1,1,,2
268,0,0,1,1,1,1,1,1,1,1,1,,1
269,0,1,0,0,0,0,0,0,0,0,0,,3
270,0,1,0,0,1,1,0,0,1,0,0,,4
271,0,1,0,1,1,1,0,1,1,1,1,,3
272,0,1,0,0,1,1,1,0,1,1,1,,5
273,0,1,0,1,1,1,1,1,1,1,1,,3
274,0,1,0,1,0,1,0,0,0,1,0,,3
275,0,1,0,1,1,1,1,1,1,1,1,,1
276,0,1,0,1,1,1,1,0,1,1,1,,5
277,0,1,0,1,1,1,1,1,1,1,1,,3
278,0,1,0,0,0,0,0,0,0,0,0,,4
279,0,1,0,1,1,1,1,1,1,1,1,,2
280,0,1,0,1,1,1,1,1,1,1,1,,2
281,0,1,0,1,1,1,1,1,1,1,1,,1
282,0,1,0,1,1,1,0,1,1,1,1,,3
283,0,1,0,1,1,1,1,1,1,1,1,,3
284,0,1,0,1,1,1,1,1,1,1,1,,3
285,0,1,0,0,1,0,0,0,1,1,0,,4
286,0,1,0,1,1,1,1,1,1,1,1,,2
287,0,1,0,1,1,1,1,1,1,1,1,,1
288,0,1,0,0,1,1,1,1,1,1,1,,5
289,0,1,0,0,0,0,0,0,0,0,0,,4
290,0,1,0,1,1,0,0,1,1,1,0,,3
291,0,1,0,1,1,1,1,0,1,1,1,,4
292,0,1,0,1,1,1,1,1,1,1,1,,2
293,0,1,0,1,1,1,1,1,1,1,1,,3
294,0,1,0,1,1,1,1,1,1,1,1,,3
295,0,1,0,1,1,1,0,1,1,1,1,,3
296,0,1,0,1,1,1,0,1,1,1,0,,1
297,0,1,0,0,0,1,0,1,1,1,0,,3
298,0,1,0,1,1,0,0,0,1,1,1,,3
299,0,1,0,0,1,1,0,0,1,1,0,,2
300,0,1,0,1,1,1,1,1,1,1,1,,0
301,0,1,0,1,1,1,1,1,1,1,1,,3
302,0,1,0,1,1,1,0,1,1,1,1,,1
303,0,1,0,0,0,1,1,1,1,1,0,,1
304,0,1,0,1,1,0,0,1,1,1,0,,2
305,0,1,0,0,1,1,1,1,1,1,1,,2
306,0,1,0,1,0,0,0,1,1,1,1,,2
307,0,1,0,0,0,0,0,0,1,0,0,,4
308,0,1,0,1,0,1,0,0,1,1,1,,4
309,0,1,0,1,1,1,0,0,1,1,0,,5
310,0,1,0,1,1,1,0,0,1,1,0,,3
311,0,1,0,1,1,1,0,0,1,1,1,,4
312,0,1,0,1,1,1,1,1,1,1,1,,1
313,0,1,0,1,1,1,1,1,1,1,1,,0
314,0,1,0,1,1,1,0,1,1,1,0,,4
315,0,1,0,1,1,0,1,0,1,1,1,,2
316,0,1,0,0,0,0,0,0,1,1,0,,4
317,0,1,0,1,1,1,1,1,1,1,1,,2
318,0,1,0,1,1,1,0,0,1,1,0,,4
319,0,1,0,1,1,1,1,1,1,1,1,,4
320,0,1,0,1,1,0,0,0,0,1,0,,2
321,0,1,0,1,1,1,1,0,1,1,1,,2
322,0,1,0,1,1,1,0,0,0,1,0,,2
323,0,1,0,1,1,1,0,1,1,1,1,,4
324,0,1,0,1,1,1,1,1,1,1,1,,5
325,0,1,0,0,0,0,0,0,1,1,1,,4
326,0,1,0,1,1,1,1,1,1,1,1,,2
327,0,1,0,1,1,1,1,1,1,1,1,,0
328,0,1,0,1,1,1,0,1,1,1,1,,0
329,0,1,0,1,1,1,1,1,1,1,1,,2
330,0,1,0,1,1,0,1,0,1,1,1,,3
331,0,1,0,1,0,0,0,0,1,1,0,,4
332,0,1,0,0,0,0,0,0,0,0,0,,4
333,0,1,0,1,1,1,1,1,1,1,1,,3
334,0,1,0,1,1,1,0,0,1,1,0,,3
335,0,1,0,0,0,0,0,0,0,1,0,,2
336,0,1,0,1,1,0,0,1,1,1,0,,3
337,0,1,0,1,1,1,1,1,1,1,1,,2
338,0,1,0,1,1,1,1,1,1,1,1,,5
339,0,1,0,1,1,1,1,1,1,1,1,,4
340,0,1,0,1,1,1,1,1,1,1,1,,2
341,0,1,0,1,1,1,1,1,1,1,1,,3
342,0,1,0,1,0,1,0,1,1,1,0,,2
343,0,1,0,1,1,1,1,1,1,1,1,,3
344,0,1,0,1,1,1,0,0,0,1,0,,3
345,0,1,0,0,0,0,0,0,0,0,0,,4
346,0,1,0,1,1,1,0,0,1,1,1,,2
347,0,1,0,1,1,1,1,1,0,1,1,,2
348,0,1,0,1,1,1,0,0,1,1,0,,4
349,0,1,0,0,0,1,0,0,0,1,0,,5
350,0,1,0,1,1,1,1,1,1,1,1,,3
351,0,1,0,0,1,0,0,0,1,1,0,,3
352,0,1,0,1,1,1,1,1,1,1,1,,3
353,0,1,0,1,1,1,1,1,1,1,1,,4
354,0,1,0,1,0,1,0,1,1,1,1,,2
355,0,1,0,1,1,1,1,1,1,1,0,,5
356,0,1,0,,,,,,,,,,
357,0,1,0,0,0,1,0,0,0,1,0,,2
358,0,1,0,1,1,1,1,1,1,1,0,,1
359,0,1,0,1,1,1,1,1,1,1,1,,1
360,0,1,0,1,1,0,0,1,1,1,1,,3
361,0,1,0,1,1,1,0,0,0,0,0,,3
362,0,1,0,1,1,1,1,1,1,1,1,,2
363,0,1,0,0,0,0,0,0,1,0,0,,2
364,0,1,0,0,0,0,0,1,0,1,0,,1
365,0,1,0,1,1,1,1,1,1,1,1,,2
366,0,1,0,1,1,1,1,1,1,1,1,,0
367,0,1,0,0,0,0,0,0,0,0,0,,4
368,0,1,0,1,1,1,1,1,1,1,1,,3
369,0,1,0,1,1,1,0,1,1,1,1,,2
370,0,1,0,1,1,1,1,1,1,1,1,,2
371,0,1,0,0,1,1,0,0,1,1,0,,3
372,0,1,0,1,1,1,1,1,1,1,1,,4
373,0,1,0,1,1,1,1,1,1,1,1,,2
374,0,1,0,1,1,1,1,1,1,1,1,,3
375,0,1,0,1,1,1,1,1,1,1,1,,3
376,0,1,0,0,0,0,0,0,0,1,0,,1
377,0,1,0,0,0,0,0,0,0,0,0,,3
378,0,1,0,1,1,1,1,1,1,1,1,,2
379,0,1,0,1,1,1,0,0,1,1,0,,5
380,0,1,0,1,1,1,0,1,1,1,1,,4
381,0,1,0,0,1,0,0,0,0,0,0,,4
382,0,1,0,,,,,,,,,,
383,0,1,0,1,1,1,1,1,1,1,1,,4
384,0,1,0,1,1,1,1,1,1,1,0,,3
385,0,1,0,1,1,1,0,0,1,0,0,,4
386,0,1,0,1,1,1,1,1,1,1,1,,1
387,0,1,0,0,1,0,0,0,0,1,0,,4
388,0,1,0,1,1,1,1,1,1,1,1,,0
389,0,1,0,0,0,0,0,0,0,0,0,,4
390,0,1,0,1,1,1,1,1,1,1,1,,0
391,0,1,0,1,1,1,1,1,1,1,0,,2
392,0,1,0,1,0,1,0,1,1,1,1,,1
393,0,1,0,0,0,0,0,0,0,0,0,,4
394,0,1,0,0,0,0,0,0,0,0,0,,5
395,0,1,0,1,1,1,1,1,1,1,1,,4
396,0,1,0,,,,,,,,,,
397,0,1,0,1,1,1,0,1,1,1,1,,4
398,0,1,0,,,,,,,,,,
399,0,1,0,1,1,1,1,1,1,1,1,,3
400,0,1,0,1,1,1,1,1,1,1,1,,3
401,0,1,0,0,0,1,0,0,0,1,0,,4
402,0,1,0,1,1,1,0,1,1,1,0,,2
403,0,1,0,0,0,1,0,0,0,1,0,,5
404,0,1,0,1,0,1,1,0,1,1,0,,2
405,0,1,0,1,1,1,0,1,1,1,1,,2
406,0,1,0,1,1,0,0,0,0,1,0,,2
407,0,1,0,1,1,1,1,1,1,1,1,,3
408,0,1,0,1,1,1,1,1,1,1,1,,3
409,0,1,0,0,0,0,0,1,0,1,0,,2
410,0,1,0,0,0,0,0,0,0,0,0,,3
411,0,1,0,0,0,1,0,0,0,1,0,,3
412,0,1,0,0,1,1,0,0,1,1,0,,2
413,0,1,0,1,1,0,0,0,1,1,0,,3
414,0,1,0,1,0,1,0,1,0,1,0,,3
415,0,1,0,1,1,0,1,1,1,1,1,,2
416,0,1,0,1,0,0,0,0,1,0,0,,4
417,0,1,0,1,1,0,0,0,0,0,0,,5
418,0,1,0,1,0,1,0,1,0,1,1,,4
419,0,1,0,1,0,0,0,1,1,1,0,,3
420,0,1,0,0,0,0,0,0,0,0,0,,4
421,0,1,0,0,0,0,0,0,1,0,0,,5
422,0,1,0,1,1,1,1,1,1,1,0,,2
423,0,1,0,1,1,1,1,1,1,1,1,,5
424,0,1,0,0,0,0,0,0,1,0,0,,4
425,0,1,0,1,1,1,0,1,1,1,0,,3
426,0,1,0,1,0,1,1,1,1,1,1,,2
427,0,1,0,1,1,1,1,1,1,1,1,,1
428,0,1,0,1,0,1,0,0,0,0,0,,2
429,0,1,0,0,0,0,0,0,1,1,0,,2
430,0,1,0,1,1,1,1,1,1,1,1,,0
431,0,1,0,1,1,1,0,0,1,1,0,,3
432,0,1,0,0,1,1,0,1,1,1,1,,1
433,0,1,0,1,1,1,1,1,1,1,1,,2
434,0,1,0,0,0,0,0,0,0,0,0,,5
435,0,1,0,0,0,0,0,0,0,0,0,,3
436,0,1,0,1,1,1,0,0,1,1,1,,3
437,0,1,0,1,1,1,0,1,1,1,1,,0
438,0,1,0,1,1,1,0,1,1,1,0,,3
439,0,1,0,0,1,1,0,0,1,1,0,,3
440,0,1,0,1,1,1,0,0,1,1,0,,4
441,0,1,0,1,0,1,1,0,1,1,1,,4
442,0,1,0,1,1,1,1,1,1,1,1,,3
443,0,1,0,1,1,1,1,1,1,1,1,,2
444,0,1,0,1,1,1,0,1,1,1,1,,2
445,0,1,0,1,1,1,1,1,1,1,1,,3
446,0,1,0,1,1,1,1,1,1,1,1,,3
447,0,1,0,0,0,1,0,0,1,1,0,,4
448,0,1,0,1,1,1,1,1,1,1,1,,2
449,0,1,0,0,0,0,0,0,0,0,0,,2
450,0,1,0,1,0,1,0,1,1,1,1,,4
451,0,1,0,1,1,1,1,1,1,1,1,,4
452,0,1,0,1,0,1,0,1,1,1,1,,3
453,0,1,0,0,0,1,0,0,0,0,0,,4
454,0,1,0,0,0,1,0,1,1,1,0,,4
455,0,1,0,0,0,0,0,0,1,1,0,,5
456,0,1,0,0,0,0,0,0,0,0,0,,4
457,0,1,0,1,1,1,1,1,1,1,1,,2
458,0,1,0,1,0,1,1,0,0,1,1,,2
459,0,1,0,1,1,1,1,1,1,1,1,,2
460,0,1,0,1,0,1,1,1,0,1,1,,1
461,0,1,0,1,1,1,1,1,1,1,1,,2
462,0,1,0,1,1,1,1,1,1,1,1,,2
463,0,1,0,1,1,0,0,0,1,1,1,,4
464,0,1,0,1,1,1,1,1,1,1,1,,4
465,0,1,0,1,1,1,1,0,1,1,1,,2
466,0,1,0,1,1,1,1,1,1,1,1,,4
467,0,1,0,1,1,1,1,1,1,1,1,,0
468,0,1,0,0,0,0,0,0,0,0,0,,5
469,0,1,0,1,0,1,0,0,0,1,0,,4
470,0,1,0,1,1,1,1,1,1,1,1,,5
471,0,1,0,1,0,1,1,1,1,1,0,,3
472,0,1,0,1,1,1,1,1,1,1,1,,4
473,0,1,0,1,1,0,1,0,1,1,0,,5
474,0,1,0,0,0,0,0,0,0,1,0,,2
475,0,1,0,1,1,1,0,0,1,1,1,,3
476,0,1,0,1,1,0,0,0,1,1,0,,4
477,0,1,0,1,1,1,1,1,1,1,1,,3
478,0,1,0,0,0,0,0,0,0,0,0,,4
479,0,1,0,1,1,1,0,0,1,1,0,,5
480,0,1,0,1,1,1,1,1,0,1,1,,2
481,0,1,0,1,1,0,0,1,1,1,0,,0
482,0,1,0,0,0,0,0,0,0,0,0,,4
483,0,1,0,1,1,1,0,1,1,1,0,,3
484,0,1,0,0,0,0,0,1,1,1,1,,3
485,0,1,0,1,1,1,0,1,0,1,1,,5
486,0,1,0,1,1,1,0,1,1,1,0,,5
487,0,1,0,1,1,0,0,1,1,1,1,,5
488,0,1,0,1,1,1,1,1,1,1,1,,1
489,0,1,0,1,1,1,0,1,1,1,1,,2
490,0,1,0,1,1,1,0,1,1,1,1,,0
491,0,1,0,1,1,1,0,0,1,1,1,,3
492,0,1,0,1,1,1,0,1,1,1,0,,3
493,0,1,0,1,1,1,0,1,0,1,0,,2
494,0,1,0,1,0,0,0,0,0,1,0,,4
495,0,1,0,1,1,1,1,1,1,1,1,,3
496,0,1,0,1,1,1,0,0,0,1,0,,4
497,0,1,0,1,1,1,1,1,1,1,1,,3
498,0,1,0,1,1,1,0,1,1,1,0,,3
499,0,1,0,1,1,1,1,1,1,1,1,,4
500,0,1,0,1,1,1,0,1,1,1,1,,3
501,0,1,0,0,0,0,0,0,1,1,0,,4
502,0,1,0,1,1,0,0,0,1,1,1,,1
503,0,1,0,,,,,,,,,,
504,0,1,0,1,1,1,1,1,1,1,1,,0
505,0,1,0,1,1,1,1,1,1,1,1,,5
506,0,1,0,1,0,1,0,1,1,1,1,,4
507,0,1,0,0,0,0,0,1,1,1,0,,3
508,0,1,0,1,1,1,1,1,1,1,1,,2
509,0,1,0,1,0,0,0,0,0,1,0,,4
510,0,1,0,1,1,1,1,1,1,1,1,,1
511,0,1,0,1,1,1,1,1,1,1,1,,2
512,0,1,0,1,1,1,1,1,1,1,1,,2
513,0,1,0,1,1,1,1,1,1,1,1,,2
514,0,1,0,1,1,1,1,1,1,1,1,,3
515,0,1,0,1,1,1,0,1,1,1,0,,3
516,0,1,0,1,1,1,1,1,1,1,1,,2
517,0,1,0,0,0,0,0,0,1,0,1,,2
